State,shopping centre,url,Coordinate,latitude,longitude
Victoria,Broadmeadows Shopping Centre,https://en.wikipedia.org/wiki/Broadmeadows_Shopping_Centre,"37°40′49″S,144°55′10″E",-37.68028,144.91944
Victoria,Chadstone Shopping Centre,https://en.wikipedia.org/wiki/Chadstone_Shopping_Centre,"37°53′9″S,145°4′57″E",-37.88583,145.0825
Victoria,Chirnside Park Shopping Centre,https://en.wikipedia.org/wiki/Chirnside_Park_Shopping_Centre,"37°45′26″S,145°18′45″E",-37.75722,145.3125
Victoria,Dandenong Plaza,https://en.wikipedia.org/wiki/Dandenong_Plaza,"37°59′27″S,145°13′13″E",-37.99083,145.22028
Victoria,Eastland Shopping Centre,https://en.wikipedia.org/wiki/Eastland_Shopping_Centre,"37°48′47″S,145°13′45″E",-37.81306,145.22917
Victoria,Epping Plaza,https://en.wikipedia.org/wiki/Epping_Plaza,"37°39′07″S,145°01′23″E",-37.65194,145.02306
Victoria,Essendon Fields Shopping Centre,"https://en.wikipedia.org/wiki/Essendon_Fields,_Victoria","37°43′41″S,144°54′00″E",-37.72806,144.9
Victoria,Greensborough Plaza,https://en.wikipedia.org/wiki/Greensborough_Plaza,"37°42′14″S,145°06′07″E",-37.70389,145.10194
Victoria,Highpoint Shopping Centre,https://en.wikipedia.org/wiki/Highpoint_Shopping_Centre,"37°46′24″S,144°53′09″E",-37.77333,144.88583
Victoria,Karingal Hub Shopping Centre,https://en.wikipedia.org/wiki/Karingal_Hub_Shopping_Centre,"38°9′12″S,145°9′56″E",-38.15333,145.16556
Victoria,Northcote Shopping Plaza,https://en.wikipedia.org/wiki/Northcote_Shopping_Plaza,"37°46′8″S,145°0′6″E",-37.76889,145.00167
Victoria,Northland Shopping Centre,https://en.wikipedia.org/wiki/Northland_Shopping_Centre,"37°44′18″S,145°1′47″E",-37.73833,145.02972
Victoria,Parkmore Shopping Centre,https://en.wikipedia.org/wiki/Parkmore_Shopping_Centre,"37°59′34″S,145°10′27″E",-37.99278,145.17417
Victoria,Pacific Werribee,https://en.wikipedia.org/wiki/Pacific_Werribee,"37°52′31″S,144°40′47″E",-37.87528,144.67972
Victoria,Pran Central,https://en.wikipedia.org/wiki/Pran_Central,"37°50′51″S,144°59′37″E",-37.8475,144.99361
Victoria,Stockland The Pines,https://en.wikipedia.org/wiki/Stockland_The_Pines,"37°45′43″S,145°10′7″E",-37.76194,145.16861
Victoria,Stockland Tooronga,https://en.wikipedia.org/wiki/Stockland_Tooronga,"37°50′46″S,145°2′44″E",-37.84611,145.04556
Victoria,Sunshine Marketplace,https://en.wikipedia.org/wiki/Sunshine_Marketplace,"37°46′55″S,144°49′53″E",-37.78194,144.83139
Victoria,The Glen Shopping Centre,https://en.wikipedia.org/wiki/The_Glen_Shopping_Centre,"37°52′35″S,145°9′54″E",-37.87639,145.165
Victoria,The Jam Factory,https://en.wikipedia.org/wiki/The_Jam_Factory,"37°50′34″S,144°59′44″E",-37.84278,144.99556
Victoria,Victoria Gardens Shopping Centre,https://en.wikipedia.org/wiki/Victoria_Gardens_Shopping_Centre,"37°48′46″S,145°0′40″E",-37.81278,145.01111
Victoria,Watergardens Town Centre,https://en.wikipedia.org/wiki/Watergardens_Town_Centre,"37°41′58″S,144°46′33″E",-37.69944,144.77583
Victoria,Waverley Gardens Shopping Centre,https://en.wikipedia.org/wiki/Waverley_Gardens_Shopping_Centre,"37°56′13″S,145°11′24″E",-37.93694,145.19
Victoria,Westfield Airport West,https://en.wikipedia.org/wiki/Westfield_Airport_West,"37°43′26″S,144°52′44″E",-37.72389,144.87889
Victoria,Westfield Doncaster,https://en.wikipedia.org/wiki/Westfield_Doncaster,"37°47′00″S,145°07′30″E",-37.78333,145.125
Victoria,Westfield Fountain Gate,https://en.wikipedia.org/wiki/Westfield_Fountain_Gate,"38°1′7″S,145°18′15″E",-38.01861,145.30417
Victoria,Westfield Knox,https://en.wikipedia.org/wiki/Westfield_Knox,"37°52′7.967″S,145°14′28.854″E",-37.86861,145.24111
Victoria,Westfield Plenty Valley,https://en.wikipedia.org/wiki/Westfield_Plenty_Valley,"37°39′03″S,145°04′08″E",-37.65083,145.06889
Victoria,Westfield Southland,https://en.wikipedia.org/wiki/Westfield_Southland,"37°57′29″S,145°03′00″E",-37.95806,145.05
Victoria,Market Square Shopping Centre,https://en.wikipedia.org/wiki/Market_Square_Shopping_Centre,"38°08′53″S,144°21′41″E",-38.14806,144.36139
Victoria,Midvalley Shopping Centre,https://en.wikipedia.org/wiki/Midvalley_Shopping_Centre,"38°14′12″S,146°25′46″E",-38.23667,146.42944
Victoria,Riverside Plaza,https://en.wikipedia.org/wiki/Riverside_Plaza,"44°58′12″N,93°14′56″W",44.97,-93.24889
Victoria,Stockland Wendouree,https://en.wikipedia.org/wiki/Stockland_Wendouree,"37°31′55″S,143°49′23″E",-37.53194,143.82306
Victoria,Stockland Traralgon,https://en.wikipedia.org/wiki/Stockland_Traralgon,"38°11′39″S,146°32′23″E",-38.19417,146.53972
Victoria,Westfield Bay City,https://en.wikipedia.org/wiki/Westfield_Bay_City,"38°08′47″S,144°21′45″E",-38.14639,144.3625
Western Australia,Carillon City,https://en.wikipedia.org/wiki/Carillon_City,"31°57′12″S,115°51′31″E",-31.95333,115.85861
Western Australia,enex100,https://en.wikipedia.org/wiki/100_St_Georges_Terrace,"31°57′16.63″S,115°51′27.13″E",-31.95444,115.8575
Western Australia,Forrest Chase,https://en.wikipedia.org/wiki/Forrest_Chase,"31°57′8″S,115°51′35″E",-31.95222,115.85972
Western Australia,Piccadilly Arcade,https://en.wikipedia.org/wiki/Piccadilly_Theatre_and_Arcade,"31°57′13″S,115°51′30″E",-31.95361,115.85833
Western Australia,Plaza Arcade,"https://en.wikipedia.org/wiki/Plaza_Theatre,_Perth","31°57′15″S,115°51′34″E",-31.95417,115.85944
Western Australia,Raine Square,https://en.wikipedia.org/wiki/Raine_Square,"31°57′05″S,115°51′26″E",-31.95139,115.85722
Western Australia,Watertown Brand Outlet Centre,https://en.wikipedia.org/wiki/Harbour_Town#Perth,"27°55′55.18″S,153°23′19.40″E",-27.93194,153.38861
Western Australia,Armadale Shopping City,https://en.wikipedia.org/wiki/Armadale_Shopping_City,"32°09′11″S,116°00′54″E",-32.15306,116.015
